alpaca_symbol,security_name,exchange,ETF,Test Issue,qlib_symbol,universe_snapshot_source
JCAP,"Jefferson Capital, Inc. - Common Stock",NASDAQ,N,N,JCAP,Nasdaq Trader Symbol Directory
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,NYSE,N,N,JCE,Nasdaq Trader Symbol Directory
JCI,Johnson Controls International plc Ordinary Share,NYSE,N,N,JCI,Nasdaq Trader Symbol Directory
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,NASDAQ,N,N,JCSE,Nasdaq Trader Symbol Directory
JCTC,Jewett-Cameron Trading Company - Common Shares,NASDAQ,N,N,JCTC,Nasdaq Trader Symbol Directory
JDZG,JIADE LIMITED - Class A Ordinary Shares,NASDAQ,N,N,JDZG,Nasdaq Trader Symbol Directory
JEF,Jefferies Financial Group Inc. Common Stock,NYSE,N,N,JEF,Nasdaq Trader Symbol Directory
JELD,"JELD-WEN Holding, Inc. Common Stock",NYSE,N,N,JELD,Nasdaq Trader Symbol Directory
JEM,707 Cayman Holdings Limited - Ordinary Shares,NASDAQ,N,N,JEM,Nasdaq Trader Symbol Directory
JFB,JFB Construction Holdings - Class A Common Stock,NASDAQ,N,N,JFB,Nasdaq Trader Symbol Directory
JFR,Nuveen Floating Rate Income Fund Common Stock,NYSE,N,N,JFR,Nasdaq Trader Symbol Directory
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,NYSE,N,N,JGH,Nasdaq Trader Symbol Directory
JHI,John Hancock Investors Trust Common Stock,NYSE,N,N,JHI,Nasdaq Trader Symbol Directory
JHS,John Hancock Income Securities Trust Common Stock,NYSE,N,N,JHS,Nasdaq Trader Symbol Directory
JHX,James Hardie Industries plc. Ordinary Shares,NYSE,N,N,JHX,Nasdaq Trader Symbol Directory
JILL,"J. Jill, Inc. Common Stock",NYSE,N,N,JILL,Nasdaq Trader Symbol Directory
JJSF,J & J Snack Foods Corp. - Common Stock,NASDAQ,N,N,JJSF,Nasdaq Trader Symbol Directory
JKHY,"Jack Henry & Associates, Inc. - Common Stock",NASDAQ,N,N,JKHY,Nasdaq Trader Symbol Directory
JL,J-Long Group Limited - Class A Ordinary Shares,NASDAQ,N,N,JL,Nasdaq Trader Symbol Directory
JLHL,Julong Holding Limited - Class A Ordinary Shares,NASDAQ,N,N,JLHL,Nasdaq Trader Symbol Directory
JLL,Jones Lang LaSalle Incorporated Common Stock,NYSE,N,N,JLL,Nasdaq Trader Symbol Directory
JLS,Nuveen Mortgage and Income Fund,NYSE,N,N,JLS,Nasdaq Trader Symbol Directory
JMKE,Jersey Mike's Subs Inc. Class A Common Stock,NYSE,N,N,JMKE,Nasdaq Trader Symbol Directory
JMM,Nuveen Multi-Market Income Fund (MA),NYSE,N,N,JMM,Nasdaq Trader Symbol Directory
JMSB,"John Marshall Bancorp, Inc. - Common Stock",NASDAQ,N,N,JMSB,Nasdaq Trader Symbol Directory
JNJ,Johnson & Johnson Common Stock,NYSE,N,N,JNJ,Nasdaq Trader Symbol Directory
JOB,GEE Group Inc. Common Stock,NYSE American,N,N,JOB,Nasdaq Trader Symbol Directory
JOBY,"Joby Aviation, Inc. Common Stock",NYSE,N,N,JOBY,Nasdaq Trader Symbol Directory
JOE,St. Joe Company (The) Common Stock,NYSE,N,N,JOE,Nasdaq Trader Symbol Directory
JOF,Japan Smaller Capitalization Fund Inc Common Stock,NYSE,N,N,JOF,Nasdaq Trader Symbol Directory
JOUT,Johnson Outdoors Inc. - Class A Common Stock,NASDAQ,N,N,JOUT,Nasdaq Trader Symbol Directory
JPM,JP Morgan Chase & Co. Common Stock,NYSE,N,N,JPM,Nasdaq Trader Symbol Directory
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,NYSE,N,N,JQC,Nasdaq Trader Symbol Directory
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,NYSE,N,N,JRI,Nasdaq Trader Symbol Directory
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,NYSE,N,N,JRS,Nasdaq Trader Symbol Directory
JRSH,"Jerash Holdings (US), Inc. - Common Stock",NASDAQ,N,N,JRSH,Nasdaq Trader Symbol Directory
JRVR,"James River Group Holdings, Inc. - Common Stock",NASDAQ,N,N,JRVR,Nasdaq Trader Symbol Directory
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",NASDAQ,N,N,JSM,Nasdaq Trader Symbol Directory
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAQ,N,N,JSPR,Nasdaq Trader Symbol Directory
JTAI,Jet.AI Inc. - Common Stock,NASDAQ,N,N,JTAI,Nasdaq Trader Symbol Directory
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",NASDAQ,N,N,JUNS,Nasdaq Trader Symbol Directory
JVA,"Coffee Holding Co., Inc. - Common Stock",NASDAQ,N,N,JVA,Nasdaq Trader Symbol Directory
JWEL,Jowell Global Ltd. - Ordinary Shares,NASDAQ,N,N,JWEL,Nasdaq Trader Symbol Directory
JXG,JX Luxventure Group Inc. - Common Stock,NASDAQ,N,N,JXG,Nasdaq Trader Symbol Directory
JXN,Jackson Financial Inc. Class A Common Stock ,NYSE,N,N,JXN,Nasdaq Trader Symbol Directory
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,NASDAQ,N,N,JYD,Nasdaq Trader Symbol Directory
JYNT,The Joint Corp. - Common Stock,NASDAQ,N,N,JYNT,Nasdaq Trader Symbol Directory
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",NASDAQ,N,N,JZXN,Nasdaq Trader Symbol Directory
KAI,Kadant Inc Common Stock,NYSE,N,N,KAI,Nasdaq Trader Symbol Directory
KALA,"KALA BIO, Inc. - Common Stock",NASDAQ,N,N,KALA,Nasdaq Trader Symbol Directory
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ,N,N,KALU,Nasdaq Trader Symbol Directory
KAPA,"Kairos Pharma, Ltd. Common Stock",NYSE American,N,N,KAPA,Nasdaq Trader Symbol Directory
KARD,"Kardigan, Inc. - Common Stock",NASDAQ,N,N,KARD,Nasdaq Trader Symbol Directory
KARO,Karooooo Ltd. - Ordinary shares,NASDAQ,N,N,KARO,Nasdaq Trader Symbol Directory
KAZR,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ,N,N,KAZR,Nasdaq Trader Symbol Directory
KB,KB Financial Group Inc,NYSE,N,N,KB,Nasdaq Trader Symbol Directory
KBDC,"Kayne Anderson BDC, Inc. Common Stock",NYSE,N,N,KBDC,Nasdaq Trader Symbol Directory
KBH,KB Home Common Stock,NYSE,N,N,KBH,Nasdaq Trader Symbol Directory
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,NASDAQ,N,N,KBON,Nasdaq Trader Symbol Directory
KBR,"KBR, Inc. Common Stock",NYSE,N,N,KBR,Nasdaq Trader Symbol Directory
KBSX,FST Corp. - Ordinary Shares,NASDAQ,N,N,KBSX,Nasdaq Trader Symbol Directory
KD,"Kyndryl Holdings, Inc. Common Stock",NYSE,N,N,KD,Nasdaq Trader Symbol Directory
KDK,"Kodiak AI, Inc. - Common Stock",NASDAQ,N,N,KDK,Nasdaq Trader Symbol Directory
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAQ,N,N,KDP,Nasdaq Trader Symbol Directory
KE,"Kimball Electronics, Inc. - Common Stock",NASDAQ,N,N,KE,Nasdaq Trader Symbol Directory
KEEL,Keel Infrastructure Corp. - Common Stock,NASDAQ,N,N,KEEL,Nasdaq Trader Symbol Directory
KELYA,"Kelly Services, Inc. - Class A Common Stock",NASDAQ,N,N,KELYA,Nasdaq Trader Symbol Directory
KELYB,"Kelly Services, Inc. - Class B Common Stock",NASDAQ,N,N,KELYB,Nasdaq Trader Symbol Directory
KEN,Kenon Holdings Ltd. Ordinary Shares,NYSE,N,N,KEN,Nasdaq Trader Symbol Directory
KEP,Korea Electric Power Corporation Common Stock,NYSE,N,N,KEP,Nasdaq Trader Symbol Directory
KEQU,Kewaunee Scientific Corporation - Common Stock,NASDAQ,N,N,KEQU,Nasdaq Trader Symbol Directory
KEX,Kirby Corporation Common Stock,NYSE,N,N,KEX,Nasdaq Trader Symbol Directory
KEY,KeyCorp Common Stock,NYSE,N,N,KEY,Nasdaq Trader Symbol Directory
KEYS,Keysight Technologies Inc. Common Stock,NYSE,N,N,KEYS,Nasdaq Trader Symbol Directory
KF,"Korea Fund, Inc. (The) New Common Stock",NYSE,N,N,KF,Nasdaq Trader Symbol Directory
KFFB,Kentucky First Federal Bancorp - Common Stock,NASDAQ,N,N,KFFB,Nasdaq Trader Symbol Directory
KFRC,"Kforce, Inc. Common Stock",NYSE,N,N,KFRC,Nasdaq Trader Symbol Directory
KFY,Korn Ferry Common Stock,NYSE,N,N,KFY,Nasdaq Trader Symbol Directory
KG,"Kestrel Group, Ltd. - Common Stock",NASDAQ,N,N,KG,Nasdaq Trader Symbol Directory
KGC,Kinross Gold Corporation Common Stock,NYSE,N,N,KGC,Nasdaq Trader Symbol Directory
KGEI,Kolibri Global Energy Inc. - Common stock,NASDAQ,N,N,KGEI,Nasdaq Trader Symbol Directory
KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE,N,N,KGS,Nasdaq Trader Symbol Directory
KHC,The Kraft Heinz Company - Common Stock,NASDAQ,N,N,KHC,Nasdaq Trader Symbol Directory
KIDS,OrthoPediatrics Corp. - Common Stock,NASDAQ,N,N,KIDS,Nasdaq Trader Symbol Directory
KIDZ,KIDZ AI Inc. - Class B Common Stock,NASDAQ,N,N,KIDZ,Nasdaq Trader Symbol Directory
KIM,Kimco Realty Corporation (HC) Common Stock,NYSE,N,N,KIM,Nasdaq Trader Symbol Directory
KINS,"Kingstone Companies, Inc - Common Stock",NASDAQ,N,N,KINS,Nasdaq Trader Symbol Directory
KIO,KKR Income Opportunities Fund Common Shares,NYSE,N,N,KIO,Nasdaq Trader Symbol Directory
KITT,"Nauticus Robotics, Inc. - Common stock",NASDAQ,N,N,KITT,Nasdaq Trader Symbol Directory
KKR,KKR & Co. Inc. Common Stock,NYSE,N,N,KKR,Nasdaq Trader Symbol Directory
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,NYSE,N,N,KKRS,Nasdaq Trader Symbol Directory
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,NYSE,N,N,KKRT,Nasdaq Trader Symbol Directory
KLAC,KLA Corporation  - Common Stock,NASDAQ,N,N,KLAC,Nasdaq Trader Symbol Directory
KLAR,Klarna Group plc Ordinary Shares,NYSE,N,N,KLAR,Nasdaq Trader Symbol Directory
KLC,"KinderCare Learning Companies, Inc. Common Stock",NYSE,N,N,KLC,Nasdaq Trader Symbol Directory
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ,N,N,KLIC,Nasdaq Trader Symbol Directory
KLRA,"Kailera Therapeutics, Inc. - Common stock",NASDAQ,N,N,KLRA,Nasdaq Trader Symbol Directory
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,KLRS,Nasdaq Trader Symbol Directory
KLTR,"Kaltura, Inc. - Common Stock",NASDAQ,N,N,KLTR,Nasdaq Trader Symbol Directory
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",NASDAQ,N,N,KLXE,Nasdaq Trader Symbol Directory
KMB,Kimberly-Clark Corporation - Common Stock,NASDAQ,N,N,KMB,Nasdaq Trader Symbol Directory
KMDA,Kamada Ltd. - Ordinary Shares,NASDAQ,N,N,KMDA,Nasdaq Trader Symbol Directory
KMI,"Kinder Morgan, Inc. Common Stock",NYSE,N,N,KMI,Nasdaq Trader Symbol Directory
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,NYSE,N,N,KMPB,Nasdaq Trader Symbol Directory
KMPR,Kemper Corporation,NYSE,N,N,KMPR,Nasdaq Trader Symbol Directory
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,NASDAQ,N,N,KMRK,Nasdaq Trader Symbol Directory
KMT,Kennametal Inc. Common Stock,NYSE,N,N,KMT,Nasdaq Trader Symbol Directory
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",NASDAQ,N,N,KMTS,Nasdaq Trader Symbol Directory
KMX,CarMax Inc,NYSE,N,N,KMX,Nasdaq Trader Symbol Directory
KN,Knowles Corporation Common Stock,NYSE,N,N,KN,Nasdaq Trader Symbol Directory
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",NASDAQ,N,N,KNDI,Nasdaq Trader Symbol Directory
KNF,Knife Riv Holding Co. Common Stock,NYSE,N,N,KNF,Nasdaq Trader Symbol Directory
KNRX,KNOREX LTD. Class A Ordinary Shares,NYSE American,N,N,KNRX,Nasdaq Trader Symbol Directory
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ,N,N,KNSA,Nasdaq Trader Symbol Directory
KNSL,"Kinsale Capital Group, Inc. Common Stock",NYSE,N,N,KNSL,Nasdaq Trader Symbol Directory
KNTK,Kinetik Holdings Inc. Class A Common Stock,NYSE,N,N,KNTK,Nasdaq Trader Symbol Directory
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,N,N,KNX,Nasdaq Trader Symbol Directory
KO,Coca-Cola Company (The) Common Stock,NYSE,N,N,KO,Nasdaq Trader Symbol Directory
KOD,Kodiak Sciences Inc - Common Stock,NASDAQ,N,N,KOD,Nasdaq Trader Symbol Directory
KODK,Eastman Kodak Company Common New,NYSE,N,N,KODK,Nasdaq Trader Symbol Directory
KOP,Koppers Holdings Inc. Common Stock,NYSE,N,N,KOP,Nasdaq Trader Symbol Directory
KOPN,Kopin Corporation - Common Stock,NASDAQ,N,N,KOPN,Nasdaq Trader Symbol Directory
KOS,Kosmos Energy Ltd. Common Shares (DE),NYSE,N,N,KOS,Nasdaq Trader Symbol Directory
KOSS,Koss Corporation - Common Stock,NASDAQ,N,N,KOSS,Nasdaq Trader Symbol Directory
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,NYSE,N,N,KPET,Nasdaq Trader Symbol Directory
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ,N,N,KPLT,Nasdaq Trader Symbol Directory
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ,N,N,KPRX,Nasdaq Trader Symbol Directory
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ,N,N,KPTI,Nasdaq Trader Symbol Directory
KR,Kroger Company (The) Common Stock,NYSE,N,N,KR,Nasdaq Trader Symbol Directory
KRC,Kilroy Realty Corporation Common Stock,NYSE,N,N,KRC,Nasdaq Trader Symbol Directory
KREF,KKR Real Estate Finance Trust Inc. Common Stock,NYSE,N,N,KREF,Nasdaq Trader Symbol Directory
KRG,Kite Realty Group Trust Common Stock,NYSE,N,N,KRG,Nasdaq Trader Symbol Directory
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAQ,N,N,KRMD,Nasdaq Trader Symbol Directory
KRMN,Karman Holdings Inc. Common Stock,NYSE,N,N,KRMN,Nasdaq Trader Symbol Directory
KRNT,Kornit Digital Ltd. - Ordinary Shares,NASDAQ,N,N,KRNT,Nasdaq Trader Symbol Directory
KRNY,Kearny Financial - Common Stock,NASDAQ,N,N,KRNY,Nasdaq Trader Symbol Directory
KRO,Kronos Worldwide Inc Common Stock,NYSE,N,N,KRO,Nasdaq Trader Symbol Directory
KROS,"Keros Therapeutics, Inc. - common stock",NASDAQ,N,N,KROS,Nasdaq Trader Symbol Directory
KRRO,"Korro Bio, Inc. - Common Stock",NASDAQ,N,N,KRRO,Nasdaq Trader Symbol Directory
KRT,Karat Packaging Inc. - Common Stock,NASDAQ,N,N,KRT,Nasdaq Trader Symbol Directory
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAQ,N,N,KRUS,Nasdaq Trader Symbol Directory
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ,N,N,KRYS,Nasdaq Trader Symbol Directory
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAQ,N,N,KSCP,Nasdaq Trader Symbol Directory
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ,N,N,KSPI,Nasdaq Trader Symbol Directory
KSS,Kohl's Corporation Common Stock,NYSE,N,N,KSS,Nasdaq Trader Symbol Directory
KT,KT Corporation Common Stock,NYSE,N,N,KT,Nasdaq Trader Symbol Directory
KTB,"Kontoor Brands, Inc. Common Stock ",NYSE,N,N,KTB,Nasdaq Trader Symbol Directory
KTCC,Key Tronic Corporation - Common Stock,NASDAQ,N,N,KTCC,Nasdaq Trader Symbol Directory
KTF,DWS Municipal Income Trust,NYSE,N,N,KTF,Nasdaq Trader Symbol Directory
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),NYSE,N,N,KTN,Nasdaq Trader Symbol Directory
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ,N,N,KTOS,Nasdaq Trader Symbol Directory
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAQ,N,N,KTTA,Nasdaq Trader Symbol Directory
KULR,"KULR Technology Group, Inc. Common Stock",NYSE American,N,N,KULR,Nasdaq Trader Symbol Directory
KURA,"Kura Oncology, Inc. - Common Stock",NASDAQ,N,N,KURA,Nasdaq Trader Symbol Directory
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAQ,N,N,KUST,Nasdaq Trader Symbol Directory
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ,N,N,KVHI,Nasdaq Trader Symbol Directory
KVUE,Kenvue Inc. Common Stock,NYSE,N,N,KVUE,Nasdaq Trader Symbol Directory
KVYO,"Klaviyo, Inc. Series A Common Stock",NYSE,N,N,KVYO,Nasdaq Trader Symbol Directory
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAQ,N,N,KWM,Nasdaq Trader Symbol Directory
KWR,Quaker Houghton Common Stock,NYSE,N,N,KWR,Nasdaq Trader Symbol Directory
KWY,Kingsway Corporation Common Stock,NYSE,N,N,KWY,Nasdaq Trader Symbol Directory
KXIN,Kaixin Holdings - Ordinary Shares,NASDAQ,N,N,KXIN,Nasdaq Trader Symbol Directory
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ,N,N,KYIV,Nasdaq Trader Symbol Directory
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,N,N,KYMR,Nasdaq Trader Symbol Directory
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",NYSE,N,N,KYN,Nasdaq Trader Symbol Directory
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ,N,N,KYNB,Nasdaq Trader Symbol Directory
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,N,N,KYTX,Nasdaq Trader Symbol Directory
L,Loews Corporation Common Stock,NYSE,N,N,L,Nasdaq Trader Symbol Directory
LAB,Standard BioTools Inc. - Common Stock,NASDAQ,N,N,LAB,Nasdaq Trader Symbol Directory
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,NASDAQ,N,N,LABT,Nasdaq Trader Symbol Directory
LAC,Lithium Americas Corp. Common Shares,NYSE,N,N,LAC,Nasdaq Trader Symbol Directory
LAD,"Lithia Motors, Inc. Common Stock",NYSE,N,N,LAD,Nasdaq Trader Symbol Directory
LADR,Ladder Capital Corp Class A Common Stock,NYSE,N,N,LADR,Nasdaq Trader Symbol Directory
LAES,SEALSQ Corp - Ordinary Shares,NASDAQ,N,N,LAES,Nasdaq Trader Symbol Directory
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ,N,N,LAKE,Nasdaq Trader Symbol Directory
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ,N,N,LAMR,Nasdaq Trader Symbol Directory
LAND,Gladstone Land Corporation - Common Stock,NASDAQ,N,N,LAND,Nasdaq Trader Symbol Directory
LANV,Lanvin Group Holdings Limited Ordinary Shares,NYSE,N,N,LANV,Nasdaq Trader Symbol Directory
LAR,Lithium Argentina AG Common Shares,NYSE,N,N,LAR,Nasdaq Trader Symbol Directory
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ,N,N,LARK,Nasdaq Trader Symbol Directory
LASE,Laser Photonics Corporation - Common Stock,NASDAQ,N,N,LASE,Nasdaq Trader Symbol Directory
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,N,N,LASR,Nasdaq Trader Symbol Directory
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,N,N,LAUR,Nasdaq Trader Symbol Directory
LAW,"CS Disco, Inc. Common Stock",NYSE,N,N,LAW,Nasdaq Trader Symbol Directory
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAQ,N,N,LAWR,Nasdaq Trader Symbol Directory
LAZ,"Lazard, Inc. Common Stock",NYSE,N,N,LAZ,Nasdaq Trader Symbol Directory
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,NYSE,N,N,LB,Nasdaq Trader Symbol Directory
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAQ,N,N,LBGJ,Nasdaq Trader Symbol Directory
LBRT,Liberty Energy Inc. Class A common stock,NYSE,N,N,LBRT,Nasdaq Trader Symbol Directory
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ,N,N,LBRX,Nasdaq Trader Symbol Directory
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,N,N,LBTYA,Nasdaq Trader Symbol Directory
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAQ,N,N,LBTYB,Nasdaq Trader Symbol Directory
LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAQ,N,N,LBTYK,Nasdaq Trader Symbol Directory
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,NASDAQ,N,N,LCCC,Nasdaq Trader Symbol Directory
LCFY,Locafy Limited - Ordinary Share,NASDAQ,N,N,LCFY,Nasdaq Trader Symbol Directory
LCID,"Lucid Group, Inc. - Common Stock",NASDAQ,N,N,LCID,Nasdaq Trader Symbol Directory
LCII,LCI Industries,NYSE,N,N,LCII,Nasdaq Trader Symbol Directory
LCLN,"Lincoln International, Inc. Class A Common Stock",NYSE,N,N,LCLN,Nasdaq Trader Symbol Directory
LCNB,LCNB Corporation - Common Stock,NASDAQ,N,N,LCNB,Nasdaq Trader Symbol Directory
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",NYSE American,N,N,LCTX,Nasdaq Trader Symbol Directory
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAQ,N,N,LCUT,Nasdaq Trader Symbol Directory
LDI,"loanDepot, Inc. Class A Common Stock",NYSE,N,N,LDI,Nasdaq Trader Symbol Directory
LDOS,"Leidos Holdings, Inc. Common Stock",NYSE,N,N,LDOS,Nasdaq Trader Symbol Directory
LE,"Lands' End, Inc. - Common Stock",NASDAQ,N,N,LE,Nasdaq Trader Symbol Directory
LEA,Lear Corporation Common Stock,NYSE,N,N,LEA,Nasdaq Trader Symbol Directory
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",NASDAQ,N,N,LECO,Nasdaq Trader Symbol Directory
LEDS,SemiLEDS Corporation - Common Stock,NASDAQ,N,N,LEDS,Nasdaq Trader Symbol Directory
LEE,"Lee Enterprises, Incorporated - Common Stock",NASDAQ,N,N,LEE,Nasdaq Trader Symbol Directory
LEG,"Leggett & Platt, Incorporated Common Stock",NYSE,N,N,LEG,Nasdaq Trader Symbol Directory
LEGH,Legacy Housing Corporation - Common Stock,NASDAQ,N,N,LEGH,Nasdaq Trader Symbol Directory
LEGO,Legato Merger Corp. IV Ordinary Shares,NYSE American,N,N,LEGO,Nasdaq Trader Symbol Directory
LEN,Lennar Corporation Class A Common Stock,NYSE,N,N,LEN,Nasdaq Trader Symbol Directory
LEN.B,Lennar Corporation Class B,NYSE,N,N,LEN_B,Nasdaq Trader Symbol Directory
LENZ,"LENZ Therapeutics, Inc. - Common Stock",NASDAQ,N,N,LENZ,Nasdaq Trader Symbol Directory
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",NYSE,N,N,LEO,Nasdaq Trader Symbol Directory
LESL,"Leslie's, Inc. - Common Stock",NASDAQ,N,N,LESL,Nasdaq Trader Symbol Directory
LEU,Centrus Energy Corp. Class A Common Stock,NYSE,N,N,LEU,Nasdaq Trader Symbol Directory
LEVI,Levi Strauss & Co Class A Common Stock,NYSE,N,N,LEVI,Nasdaq Trader Symbol Directory
LEXX,Lexaria Bioscience Corp. - Common Stock,NASDAQ,N,N,LEXX,Nasdaq Trader Symbol Directory
LFCR,"Lifecore Biomedical, Inc. - Common Stock",NASDAQ,N,N,LFCR,Nasdaq Trader Symbol Directory
LFMD,"LifeMD, Inc. - Common Stock",NASDAQ,N,N,LFMD,Nasdaq Trader Symbol Directory
LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAQ,N,N,LFST,Nasdaq Trader Symbol Directory
LFT,"Lument Finance Trust, Inc. Common Stock",NYSE,N,N,LFT,Nasdaq Trader Symbol Directory
LFTO,"Liftoff Mobile, Inc. - Common Stock",NASDAQ,N,N,LFTO,Nasdaq Trader Symbol Directory
LFUS,"Littelfuse, Inc. - Common Stock",NASDAQ,N,N,LFUS,Nasdaq Trader Symbol Directory
LFVN,Lifevantage Corporation - Common Stock,NASDAQ,N,N,LFVN,Nasdaq Trader Symbol Directory
LFWD,Lifeward Ltd. - Ordinary Shares,NASDAQ,N,N,LFWD,Nasdaq Trader Symbol Directory
LGCL,Lucas GC Limited - Class A Ordinary Shares,NASDAQ,N,N,LGCL,Nasdaq Trader Symbol Directory
LGCY,Legacy Education Inc. Common Stock,NYSE American,N,N,LGCY,Nasdaq Trader Symbol Directory
LGI,Lazard Global Total Return and Income Fund Common Stock,NYSE,N,N,LGI,Nasdaq Trader Symbol Directory
LGIH,"LGI Homes, Inc. - Common Stock",NASDAQ,N,N,LGIH,Nasdaq Trader Symbol Directory
LGL,"LGL Group, Inc. (The) Common Stock",NYSE American,N,N,LGL,Nasdaq Trader Symbol Directory
LGN,Legence Corp. - Class A Common stock,NASDAQ,N,N,LGN,Nasdaq Trader Symbol Directory
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAQ,N,N,LGND,Nasdaq Trader Symbol Directory
LGO,Largo Inc. - Common Shares,NASDAQ,N,N,LGO,Nasdaq Trader Symbol Directory
LGPS,LogProstyle Inc. Common Shares,NYSE American,N,N,LGPS,Nasdaq Trader Symbol Directory
LGVN,Longeveron Inc. - Class A Common stock,NASDAQ,N,N,LGVN,Nasdaq Trader Symbol Directory
LH,Labcorp Holdings Inc. Common Stock,NYSE,N,N,LH,Nasdaq Trader Symbol Directory
LHAI,Linkhome Holdings Inc. - Common stock,NASDAQ,N,N,LHAI,Nasdaq Trader Symbol Directory
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,NASDAQ,N,N,LHSW,Nasdaq Trader Symbol Directory
LHX,"L3Harris Technologies, Inc. Common Stock",NYSE,N,N,LHX,Nasdaq Trader Symbol Directory
LICN,Lichen International Limited - Class A Ordinary Shares,NASDAQ,N,N,LICN,Nasdaq Trader Symbol Directory
